Huntsman Chests 70k,https://us.tamrieltradecentre.com/pc/Trade/SearchResult?ItemID=19867&SearchType=Sell&ItemNamePattern=Crafting+Motif+65%3A+Huntsman+Chests&ItemCategory1ID=&ItemCategory2ID=&ItemCategory3ID=&ItemTraitID=&ItemQualityID=&IsChampionPoint=false&LevelMin=&LevelMax=&MasterWritVoucherMin=&MasterWritVoucherMax=&AmountMin=&AmountMax=&PriceMin=&PriceMax=80000&SortBy=Price&Order=asc
Huntsman gloves 8k,https://us.tamrieltradecentre.com/pc/Trade/SearchResult?ItemID=19624&SearchType=Sell&ItemNamePattern=Crafting+Motif+65%3A+Huntsman+Gloves&ItemCategory1ID=&ItemCategory2ID=&ItemCategory3ID=&ItemTraitID=&ItemQualityID=&IsChampionPoint=false&LevelMin=&LevelMax=&MasterWritVoucherMin=&MasterWritVoucherMax=&AmountMin=&AmountMax=&PriceMin=&PriceMax=8000
